Id,SMILES,Protein,Ligand,Heavy Atoms,Mol. weight [g/mol],Exp. Affinity,Binding probability mean,Binding probability std,dG [kcal/mol] mean,dG [kcal/mol] std,Lig. Efficiency [kcal/mol] mean,Lig. Efficiency [kcal/mol] std,Pic50 mean,Pic50 std,Pkd mean,Pkd std
38_lig_assembled_25_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3c4ccccc4-c4ccccc43)nn2)O1,protein.pdb,38_lig_assembled_25_pdb_processed.sdf,44,611.608,None,0.2,0.4,-8.399234288,-0.7673771958,-0.1908916884,-0.01744039081,6.137712411,0.7262974537,6.221655028,0.5684275525
39_lig_assembled_25_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3c4ccccc4-c4ccccc43)nn2)O1,protein.pdb,39_lig_assembled_25_pdb_processed.sdf,44,611.608,None,0.2,0.4,-8.655723054,-0.8892739838,-0.1967209785,-0.02021077236,6.285410404,0.7207466866,6.411646707,0.6587214695
40_lig_assembled_25_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3c4ccccc4-c4ccccc43)nn2)O1,protein.pdb,40_lig_assembled_25_pdb_processed.sdf,44,611.608,None,0.2,0.4,-8.73651404,-1.152565687,-0.1985571373,-0.02619467471,6.281193052,0.8296835262,6.471491882,0.8537523609
41_lig_assembled_26_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn([C@@H](C)CC(=O)c3ccccc3)nn2)O1,protein.pdb,41_lig_assembled_26_pdb_processed.sdf,42,593.59,None,0.2000000153,0.3999999924,-7.747920247,-0.8512150573,-0.1844742916,-0.02026702517,5.802357401,0.6993852428,5.739200183,0.6305296721
42_lig_assembled_27_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(Cl)c3)nn2)O1,protein.pdb,42_lig_assembled_27_pdb_processed.sdf,38,557.944,None,0.2,0.4,-7.739731356,-1.009247228,-0.2036771409,-0.02655913757,5.733321258,0.8124230348,5.733134338,0.7475905391
43_lig_assembled_27_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(Cl)c3)nn2)O1,protein.pdb,43_lig_assembled_27_pdb_processed.sdf,38,557.944,None,0.2000000029,0.3999999986,-8.057447321,-0.7808462419,-0.2120380874,-0.02054858531,5.949181761,0.6494215498,5.968479497,0.5784046236
44_lig_assembled_27_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(Cl)c3)nn2)O1,protein.pdb,44_lig_assembled_27_pdb_processed.sdf,38,557.944,None,0.2000006095,0.3999996953,-8.063902463,-0.8727148795,-0.2122079596,-0.02296618104,5.987419128,0.7601167963,5.973261084,0.6464554663
45_lig_assembled_28_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccc4c(c3)OCO4)nn2)O1,protein.pdb,45_lig_assembled_28_pdb_processed.sdf,41,581.535,None,0.2,0.4,-8.471893583,-0.8235658557,-0.2066315508,-0.02008697209,6.237815584,0.6754876275,6.275476728,0.610048782
46_lig_assembled_28_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccc4c(c3)OCO4)nn2)O1,protein.pdb,46_lig_assembled_28_pdb_processed.sdf,41,581.535,None,0.2,0.4,-8.021524971,-0.4926335215,-0.1956469505,-0.01201545174,5.786469596,0.4980432606,5.941870349,0.3649137196
47_lig_assembled_28_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccc4c(c3)OCO4)nn2)O1,protein.pdb,47_lig_assembled_28_pdb_processed.sdf,41,581.535,None,0.2,0.4,-7.081611616,-0.9090030031,-0.1727222345,-0.02217080495,5.109737737,0.8576711475,5.245638234,0.6733355578
48_lig_assembled_28_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccc4c(c3)OCO4)nn2)O1,protein.pdb,48_lig_assembled_28_pdb_processed.sdf,41,581.535,None,0.2,0.4,-6.48737621,-1.016148179,-0.158228688,-0.02478410192,4.550088133,0.8980511593,4.805463859,0.7527023546
49_lig_assembled_29_pdb,COc1ccc(Cn2cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]3O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)nn2)cc1OC,protein.pdb,49_lig_assembled_29_pdb_processed.sdf,42,597.578,None,0.2,0.4,-8.139240595,-0.5489796474,-0.1937914427,-0.01307094399,5.845116479,0.5199990335,6.029067108,0.4066515907
50_lig_assembled_29_pdb,COc1ccc(Cn2cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]3O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)nn2)cc1OC,protein.pdb,50_lig_assembled_29_pdb_processed.sdf,42,597.578,None,0.2,0.4,-8.281775144,-0.4827263594,-0.1971851225,-0.01149348475,6.069637503,0.4910547631,6.134648255,0.3575750811
51_lig_assembled_2_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(Cl)cc3)nn2)O1,protein.pdb,51_lig_assembled_2_pdb_processed.sdf,38,557.944,None,0.2000055958,0.3999972023,-7.834523657,-0.8086450811,-0.2061716752,-0.02128013371,5.701596328,0.5912232326,5.803350857,0.5989963564
52_lig_assembled_30_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCCCCCCCCCC(=O)O)nn2)O1,protein.pdb,52_lig_assembled_30_pdb_processed.sdf,44,631.68,None,0.2,0.4,-8.768234396,-1.016260825,-0.1992780545,-0.02309683693,6.409366812,0.7488144826,6.494988441,0.7527857964
53_lig_assembled_31_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCNC(=O)NCc3ccco3)nn2)O1,protein.pdb,53_lig_assembled_31_pdb_processed.sdf,43,613.581,None,0.2,0.4,-8.431468708,-0.770657766,-0.1960806676,-0.01792227363,6.077150277,0.6135412,6.245532376,0.5708576045
54_lig_assembled_32_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCC(=O)O)nn2)O1,protein.pdb,54_lig_assembled_32_pdb_processed.sdf,36,519.464,None,0.2,0.4,-7.18908062,-0.7086224224,-0.1996966839,-0.01968395618,5.342299666,0.568555302,5.325244904,0.5249054981
55_lig_assembled_32_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCC(=O)O)nn2)O1,protein.pdb,55_lig_assembled_32_pdb_processed.sdf,36,519.464,None,0.2,0.4,-6.155622513,-0.9186278673,-0.1709895142,-0.02551744076,4.368519272,0.6926952786,4.55972038,0.6804650869
