Id,SMILES,Protein,Ligand,Heavy Atoms,Mol. weight [g/mol],Exp. Affinity,Binding probability mean,Binding probability std,dG [kcal/mol] mean,dG [kcal/mol] std,Lig. Efficiency [kcal/mol] mean,Lig. Efficiency [kcal/mol] std,Pic50 mean,Pic50 std,Pkd mean,Pkd std
25_lig_assembled_20_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc4[nH]ncc4c3)nn2)O1,protein.pdb,25_lig_assembled_20_pdb_processed.sdf,40,563.524,None,0.2,0.4,-9.05317438,-1.331037421,-0.2263293595,-0.03327593553,6.644080026,0.964637648,6.706055096,0.9859536453
26_lig_assembled_21_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccccc3OC(C)=O)nn2)O1,protein.pdb,26_lig_assembled_21_pdb_processed.sdf,42,595.562,None,0.2,0.4,-8.709280484,-0.7065750851,-0.207363821,-0.01682321631,6.41002403,0.7153981573,6.451318877,0.5233889519
27_lig_assembled_21_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccccc3OC(C)=O)nn2)O1,protein.pdb,27_lig_assembled_21_pdb_processed.sdf,42,595.562,None,0.2,0.4,-6.289200108,-1.193708147,-0.1497428597,-0.02842162255,4.613283907,0.7645470319,4.658666747,0.8842282571
28_lig_assembled_21_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccccc3OC(C)=O)nn2)O1,protein.pdb,28_lig_assembled_21_pdb_processed.sdf,42,595.562,None,0.2,0.4,-7.834506553,-0.4537392608,-0.1865358703,-0.01080331573,5.831790515,0.5326617193,5.803338187,0.3361031562
29_lig_assembled_22_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(C)(C)C(=O)O)nn2)O1,protein.pdb,29_lig_assembled_22_pdb_processed.sdf,37,533.491,None,0.2,0.4,-6.104494796,-0.9439879409,-0.1649863459,-0.02551318759,4.41948591,0.666921079,4.521847997,0.6992503266
30_lig_assembled_22_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(C)(C)C(=O)O)nn2)O1,protein.pdb,30_lig_assembled_22_pdb_processed.sdf,37,533.491,None,0.2,0.4,-6.014542656,-0.9504323251,-0.1625552069,-0.02568736014,4.367717096,0.7478157024,4.455216782,0.7040239445
31_lig_assembled_23_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)O1,protein.pdb,31_lig_assembled_23_pdb_processed.sdf,41,602.579,None,0.2000000079,0.3999999961,-8.693411984,-0.6907188213,-0.2120344386,-0.01684680052,6.435638155,0.5364064998,6.439564432,0.5116435713
32_lig_assembled_23_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)O1,protein.pdb,32_lig_assembled_23_pdb_processed.sdf,41,602.579,None,0.2,0.4,-9.759842869,-1.001161628,-0.238044948,-0.02441857629,7.208780016,0.6016232736,7.229513236,0.7416012058
33_lig_assembled_23_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)O1,protein.pdb,33_lig_assembled_23_pdb_processed.sdf,41,602.579,None,0.2,0.4,-8.815611741,-1.0497359,-0.2150149205,-0.02560331463,6.540539742,0.8251094805,6.530082771,0.777582148
34_lig_assembled_23_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)O1,protein.pdb,34_lig_assembled_23_pdb_processed.sdf,41,602.579,None,0.2,0.4,-8.97229603,-0.7842147396,-0.2188364885,-0.01912718877,6.555725098,0.6270045961,6.646145208,0.5808998071
35_lig_assembled_24_pdb,COc1ccc(Cn2cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]3O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)nn2)cc1,protein.pdb,35_lig_assembled_24_pdb_processed.sdf,40,567.552,None,0.2,0.4,-8.075703784,-0.8881480495,-0.2018925946,-0.02220370124,5.926741123,0.6971998684,5.982002803,0.6578874441
36_lig_assembled_24_pdb,COc1ccc(Cn2cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]3O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)nn2)cc1,protein.pdb,36_lig_assembled_24_pdb_processed.sdf,40,567.552,None,0.2000000001,0.3999999999,-8.096234454,-0.772264126,-0.2024058614,-0.01930660315,5.878548554,0.7446620805,5.997210707,0.5720475008
37_lig_assembled_24_pdb,COc1ccc(Cn2cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]3O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)nn2)cc1,protein.pdb,37_lig_assembled_24_pdb_processed.sdf,40,567.552,None,0.2,0.4,-6.936996991,-0.7642600698,-0.1734249248,-0.01910650174,5.119462081,0.6736911565,5.13851629,0.5661185702
