smiles
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1ccc(O)c([N+](=O)[O-])c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC(C)C[C@H](CN=[N+]=[N-])CC(=O)O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     C(=O)(O)C=Cc1cccc(N=[N+]=[N-])c1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCC(O)CCc1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCS(=O)(=O)c1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC(C)(N=[N+]=[N-])C(=O)c1c[nH]c2ccccc12
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NC1CCc2ccccc2NC1=O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CCOCCc1c(N=[N+]=[N-])nc(N)nc1-c1ccccc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC1(C)C2CC1CC=C2C(N=[N+]=[N-])
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCC(O)Cn1ccnc1[N+](=O)[O-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     C[C@H](CN=[N+]=[N-])CN1CCN(c2ccc(Cl)cc2)CC1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CN(C)C(=O)c1ccc(Cl)cc1N=[N+]=[N-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CN1C2CCC1C[C@@H](N=[N+]=[N-])C2
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CN1C2CCC1C[C@H](N=[N+]=[N-])C2
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCc1cc(Br)cc(Br)c1O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     CC(C)n1c(=O)c2c(N=[N+]=[N-])ncn2c2ccccc21
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=NCC(=O)NCC(O)Cn1ccnc1[N+](=O)[O-]
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1c2ccccc2nc2ccccc12
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(replace)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     [N-]=[N+]=Nc1ccccc1I
