smiles
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1c(C(=O)N)cccc1)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O    
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(CCO)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1ccc(Cl)cc1)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1ccccc1)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1c(C(C)C)cccc1)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1ccc(OC)cc1)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1ccc([N+](=O)[O-])cc1)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1c(C)cc(C)cc1(C))N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1ccccc1Br)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(c1cc(C(=O)OCC)ccc1)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O     
