Id,SMILES,Protein,Ligand,Heavy Atoms,Mol. weight [g/mol],Exp. Affinity,Binding probability mean,Binding probability std,dG [kcal/mol] mean,dG [kcal/mol] std,Lig. Efficiency [kcal/mol] mean,Lig. Efficiency [kcal/mol] std,Pic50 mean,Pic50 std,Pkd mean,Pkd std
35_lig_assembled_41_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccccc3C(C)=O)nn2)O1,protein.pdb,35_lig_assembled_41_pdb_processed.sdf,40,565.536,None,0.2,0.4,-6.46947858,-0.5804934395,-0.1617369645,-0.01451233599,4.773643187,0.8135433323,4.792206356,0.4299951404
36_lig_assembled_42_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc4c(c3)OCO4)nn2)O1,protein.pdb,36_lig_assembled_42_pdb_processed.sdf,40,567.508,None,0.2,0.4,-6.772518693,-0.5961099328,-0.1693129673,-0.01490274832,4.852089541,0.5290293296,5.016680513,0.4415629132
37_lig_assembled_43_pdb,C=CCCCCn1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1,protein.pdb,37_lig_assembled_43_pdb_processed.sdf,37,529.547,None,0.2,0.4,-5.693755593,-0.6644936878,-0.1538852863,-0.01795928886,4.301900421,0.4816756408,4.217596735,0.4922175465
38_lig_assembled_44_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccc(Br)cc3)nn2)O1,protein.pdb,38_lig_assembled_44_pdb_processed.sdf,39,616.422,None,0.2,0.4,-7.925311221,-0.6745438525,-0.2032131082,-0.01729599622,5.996180739,0.5420859213,5.870600905,0.499662113
39_lig_assembled_46_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccccc3)nn2)O1,protein.pdb,39_lig_assembled_46_pdb_processed.sdf,38,537.526,None,0.2000000009,0.3999999996,-7.492054244,-0.9128607633,-0.1971593222,-0.02402265166,5.451497963,0.7639444792,5.549669811,0.676193158
40_lig_assembled_47_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](C(=O)O)C(c3ccccc3)c3ccccc3)nn2)O1,protein.pdb,40_lig_assembled_47_pdb_processed.sdf,49,685.687,None,0.200002361,0.3999988195,-7.89936347,-1.101314709,-0.1612114994,-0.0224758104,6.044516087,0.8841099155,5.851380348,0.8157886737
41_lig_assembled_48_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCCCC3)nn2)O1,protein.pdb,41_lig_assembled_48_pdb_processed.sdf,37,529.547,None,0.2000000552,0.3999999724,-5.541128688,-0.5537522719,-0.1497602348,-0.01496627762,4.177954197,0.6099404516,4.104539769,0.4101868681
42_lig_assembled_49_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCCC3)nn2)O1,protein.pdb,42_lig_assembled_49_pdb_processed.sdf,36,515.52,None,0.2,0.4,-5.697045652,-0.5130020035,-0.1582512681,-0.01425005565,4.162222317,0.4328360493,4.220033816,0.3800014841
44_lig_assembled_50_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](O)CO)nn2)O1,protein.pdb,44_lig_assembled_50_pdb_processed.sdf,36,521.48,None,0.2,0.4,-5.75674675,-0.7818991236,-0.159909632,-0.0217194201,4.087661505,0.6055519847,4.264256852,0.579184536
45_lig_assembled_51_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2)O1,protein.pdb,45_lig_assembled_51_pdb_processed.sdf,41,581.623,None,0.2,0.4,-7.209247214,-0.4910195233,-0.1758352979,-0.01197608594,5.347384725,0.382983998,5.340183122,0.3637181654
