smiles
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
OC[C@H]1O[C@@H](OCCN=[N+]=[N-])[C@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO[C@]3(C(O)=O)C[C@H](O)[C@@H](NC(C)=O)[C@H](C(O)[C@H](O)CNC(OCC4=CN(FRAGMENT)N=N4)=O)O3)[C@H](O)[C@H](O)[C@H]2O
