,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
31,-7.2,-7.035,-6.903,-6.756,-6.717,-6.671,-6.572,-6.552,-6.53,-6.523,-6.514,-6.493,-6.477,-6.449,-6.447,-6.447,-6.395,-6.34,-6.295,-6.273
32,-6.754,-6.569,-6.451,-6.423,-6.283,-6.246,-6.206,-6.154,-6.148,-6.125,-6.12,-6.119,-6.113,-6.104,-6.063,-6.054,-6.02,-5.99,-5.95,-5.921
33,-7.006,-6.892,-6.738,-6.636,-6.611,-6.563,-6.523,-6.46,-6.434,-6.394,-6.35,-6.348,-6.277,-6.258,-6.2,-6.14,-6.136,-6.128,-6.118,-6.102
34,-7.779,-7.773,-7.77,-7.531,-7.463,-7.449,-7.394,-7.374,-7.3,-7.281,-7.248,-7.236,-7.224,-7.192,-7.16,-7.14,-7.1,-7.089,-7.082,-7.077
35,-7.113,-6.966,-6.951,-6.829,-6.815,-6.814,-6.807,-6.798,-6.777,-6.689,-6.684,-6.65,-6.575,-6.535,-6.53,-6.501,-6.477,-6.473,-6.431,-6.371
36,-7.828,-7.668,-7.361,-7.314,-7.172,-7.086,-7.018,-7.003,-6.918,-6.887,-6.884,-6.863,-6.799,-6.779,-6.717,-6.68,-6.634,-6.618,-6.555,-6.535
37,-7.458,-7.403,-7.377,-7.353,-7.325,-7.229,-7.219,-7.205,-7.141,-7.134,-7.113,-7.028,-7.005,-6.999,-6.976,-6.974,-6.968,-6.911,-6.887,-6.845
38,-7.919,-7.738,-7.635,-7.576,-7.572,-7.488,-7.464,-7.42,-7.37,-7.273,-7.26,-7.166,-7.117,-7.106,-7.053,-7.018,-6.981,-6.977,-6.928,-6.886
39,-7.388,-7.323,-7.254,-7.254,-7.241,-7.158,-7.067,-6.966,-6.877,-6.852,-6.848,-6.828,-6.698,-6.669,-6.55,-6.541,-6.516,-6.461,-6.431,-6.393
40,-7.911,-7.639,-7.61,-7.486,-7.484,-7.48,-7.368,-7.309,-7.246,-7.229,-7.209,-7.079,-7.071,-7.032,-6.984,-6.984,-6.951,-6.943,-6.886,-6.848
41,-7.81,-7.717,-7.627,-7.553,-7.478,-7.345,-7.302,-7.254,-7.253,-7.119,-6.996,-6.913,-6.903,-6.772,-6.764,-6.674,-6.571,-6.536,-6.44,-6.384
42,-7.74,-7.638,-7.411,-7.286,-7.274,-7.241,-7.224,-7.064,-6.95,-6.941,-6.932,-6.881,-6.873,-6.819,-6.79,-6.781,-6.755,-6.725,-6.679,-6.55
43,-6.64,-6.63,-6.545,-6.466,-6.353,-6.309,-6.261,-6.259,-6.212,-6.206,-6.156,-6.117,-6.083,-6.068,-6.061,-6.001,-5.986,-5.986,-5.978,-5.907
44,-7.533,-7.358,-7.101,-7.065,-6.92,-6.843,-6.784,-6.655,-6.573,-6.557,-6.547,-6.539,-6.52,-6.435,-6.412,-6.396,-6.386,-6.38,-6.341,-6.338
45,-6.546,-6.461,-6.411,-6.273,-6.267,-6.243,-6.211,-6.206,-6.193,-6.155,-6.122,-6.106,-6.091,-6.07,-6.055,-6.008,-6.006,-5.979,-5.954,-5.945
46,-6.897,-6.691,-6.69,-6.658,-6.602,-6.583,-6.492,-6.443,-6.423,-6.392,-6.359,-6.259,-6.147,-6.079,-6.07,-6.013,-6.007,-5.959,-5.912,-5.878
47,-8.069,-7.937,-7.727,-7.54,-7.404,-7.3,-7.161,-7.097,-7.002,-6.984,-6.949,-6.71,-6.678,-6.676,-6.625,-6.586,-6.554,-6.536,-6.509,-6.457
48,-7.163,-7.008,-6.963,-6.956,-6.781,-6.749,-6.723,-6.607,-6.578,-6.564,-6.56,-6.559,-6.525,-6.522,-6.44,-6.392,-6.314,-6.22,-6.209,-6.175
49,-7.458,-7.07,-7.034,-7.002,-6.834,-6.756,-6.754,-6.703,-6.584,-6.562,-6.503,-6.481,-6.42,-6.34,-6.226,-6.209,-6.203,-6.201,-6.18,-6.05
50,-6.288,-6.255,-6.192,-6.142,-6.132,-6.082,-6.015,-5.939,-5.922,-5.871,-5.863,-5.851,-5.831,-5.791,-5.784,-5.757,-5.755,-5.735,-5.724,-5.715
51,-8.101,-7.912,-7.899,-7.831,-7.794,-7.764,-7.707,-7.654,-7.569,-7.359,-7.305,-7.298,-7.288,-7.102,-7.092,-7.084,-7.079,-7.049,-7.003,-6.98
52,-7.169,-6.994,-6.839,-6.694,-6.646,-6.464,-6.359,-6.351,-6.318,-6.292,-6.177,-6.143,-6.09,-6.03,-6.029,-6.008,-5.888,-5.868,-5.859,-5.847
53,-6.209,-6.184,-6.139,-6.044,-6.043,-5.987,-5.986,-5.896,-5.872,-5.774,-5.734,-5.729,-5.7,-5.664,-5.648,-5.612,-5.598,-5.595,-5.491,-5.465
54,-6.64,-6.547,-6.438,-6.362,-6.354,-6.291,-6.272,-6.239,-6.235,-6.186,-6.129,-6.09,-6.088,-6.059,-6.003,-5.984,-5.971,-5.949,-5.891,-5.819
55,-6.64,-6.616,-6.54,-6.454,-6.431,-6.335,-6.312,-6.298,-6.283,-6.219,-6.207,-6.157,-6.104,-6.089,-6.07,-6.04,-6.039,-5.971,-5.928,-5.855
56,-7.553,-7.466,-7.37,-7.191,-7.075,-6.957,-6.95,-6.932,-6.931,-6.912,-6.837,-6.823,-6.746,-6.707,-6.68,-6.581,-6.577,-6.568,-6.534,-6.46
57,-6.844,-6.811,-6.768,-6.736,-6.696,-6.688,-6.671,-6.656,-6.653,-6.496,-6.365,-6.344,-6.299,-6.274,-6.267,-6.23,-6.194,-6.182,-6.119,-6.073
58,-8.344,-8.331,-7.994,-7.914,-7.88,-7.74,-7.737,-7.735,-7.732,-7.729,-7.71,-7.671,-7.612,-7.545,-7.467,-7.466,-7.46,-7.348,-7.31,-7.254
59,-7.474,-7.349,-7.008,-6.923,-6.917,-6.916,-6.882,-6.842,-6.835,-6.759,-6.758,-6.736,-6.65,-6.638,-6.635,-6.634,-6.612,-6.558,-6.491,-6.49
60,-7.708,-7.552,-7.473,-7.293,-7.253,-7.249,-7.228,-7.218,-7.07,-7.058,-6.92,-6.87,-6.837,-6.812,-6.79,-6.73,-6.71,-6.628,-6.608,-6.576
61,-6.877,-6.629,-6.568,-6.55,-6.473,-6.454,-6.407,-6.379,-6.362,-6.331,-6.31,-6.268,-6.242,-6.23,-6.201,-6.195,-6.139,-6.131,-6.109,-6.079
62,-6.668,-6.407,-6.373,-6.297,-6.283,-6.278,-6.242,-6.221,-6.202,-6.133,-6.133,-6.128,-6.102,-6.068,-5.967,-5.935,-5.93,-5.919,-5.841,-5.838
63,-7.376,-7.213,-7.21,-7.155,-7.118,-7.035,-6.97,-6.958,-6.75,-6.719,-6.686,-6.615,-6.608,-6.546,-6.472,-6.441,-6.321,-6.273,-6.266,-6.245
64,-7.878,-7.688,-7.628,-7.613,-7.6,-7.466,-7.451,-7.43,-7.355,-7.223,-7.164,-7.119,-7.087,-7.076,-7.067,-7.064,-6.98,-6.912,-6.895,-6.872
65,-7.351,-7.172,-7.108,-6.883,-6.863,-6.815,-6.774,-6.736,-6.719,-6.703,-6.63,-6.572,-6.53,-6.496,-6.398,-6.381,-6.347,-6.343,-6.313,-6.261
66,-7.543,-7.501,-7.355,-7.311,-7.228,-7.184,-7.17,-7.09,-7.085,-6.998,-6.973,-6.949,-6.918,-6.857,-6.834,-6.81,-6.781,-6.769,-6.764,-6.708
67,-6.444,-6.393,-6.387,-6.359,-6.187,-6.178,-6.176,-6.165,-6.03,-6.024,-6.016,-6.01,-6.0,-5.906,-5.897,-5.862,-5.855,-5.791,-5.745,-5.708
68,-7.382,-7.247,-7.235,-7.134,-7.103,-7.018,-7.012,-6.939,-6.867,-6.862,-6.854,-6.716,-6.666,-6.652,-6.638,-6.59,-6.545,-6.459,-6.426,-6.404
69,-7.609,-7.451,-7.404,-7.379,-7.358,-7.27,-7.178,-7.166,-6.988,-6.985,-6.971,-6.94,-6.873,-6.855,-6.855,-6.848,-6.84,-6.831,-6.765,-6.717
70,-8.123,-7.843,-7.673,-7.673,-7.606,-7.416,-7.365,-7.342,-7.282,-7.274,-7.206,-7.197,-7.104,-6.982,-6.958,-6.957,-6.932,-6.929,-6.898,-6.853
71,-7.429,-7.395,-7.368,-7.246,-7.187,-7.103,-7.082,-7.073,-7.033,-7.032,-7.003,-6.966,-6.911,-6.9,-6.871,-6.849,-6.835,-6.791,-6.765,-6.674
72,-6.829,-6.697,-6.693,-6.623,-6.611,-6.514,-6.5,-6.427,-6.401,-6.358,-6.317,-6.306,-6.256,-6.237,-6.203,-6.19,-6.167,-6.149,-6.13,-6.057
73,-7.663,-7.305,-7.256,-7.234,-7.213,-7.125,-7.073,-6.951,-6.897,-6.882,-6.881,-6.838,-6.834,-6.829,-6.816,-6.803,-6.777,-6.735,-6.688,-6.684
74,-6.507,-6.439,-6.419,-6.338,-6.326,-6.296,-6.249,-6.235,-6.225,-6.073,-6.021,-5.979,-5.965,-5.964,-5.909,-5.893,-5.881,-5.774,-5.761,-5.728
75,-8.235,-8.167,-8.063,-8.059,-7.928,-7.774,-7.72,-7.626,-7.491,-7.449,-7.361,-7.171,-7.148,-6.916,-6.911,-6.908,-6.815,-6.79,-6.721,-6.674
