,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-7.391,-7.373,-7.276,-7.272,-7.163,-7.078,-7.071,-6.914,-6.911,-6.861,-6.832,-6.825,-6.807,-6.779,-6.725,-6.718,-6.704,-6.664,-6.646,-6.608
1,-5.554,-5.444,-5.44,-5.419,-5.409,-5.395,-5.376,-5.353,-5.327,-5.315,-5.269,-5.246,-5.225,-5.222,-5.119,-5.064,-5.061,-5.018,-5.008,-4.999
2,-7.386,-6.887,-6.819,-6.752,-6.743,-6.722,-6.671,-6.602,-6.489,-6.461,-6.457,-6.391,-6.371,-6.308,-6.283,-6.272,-6.248,-6.246,-6.182,-6.142
3,-6.781,-6.396,-6.363,-6.352,-6.303,-6.214,-6.164,-6.073,-5.922,-5.889,-5.88,-5.741,-5.716,-5.69,-5.675,-5.617,-5.509,-5.491,-5.47,-5.448
4,-7.301,-6.837,-6.742,-6.53,-6.438,-6.399,-6.374,-6.362,-6.251,-6.244,-6.232,-6.099,-6.082,-6.065,-6.049,-5.992,-5.953,-5.913,-5.903,-5.896
5,-6.817,-6.546,-6.446,-6.418,-6.34,-6.194,-6.118,-6.101,-6.058,-6.024,-6.019,-5.966,-5.966,-5.938,-5.919,-5.909,-5.895,-5.89,-5.883,-5.877
6,-6.882,-6.604,-6.24,-6.176,-6.073,-6.053,-6.047,-6.007,-5.98,-5.954,-5.925,-5.914,-5.902,-5.888,-5.879,-5.879,-5.879,-5.861,-5.86,-5.829
7,-7.414,-7.12,-7.011,-6.871,-6.848,-6.762,-6.73,-6.712,-6.656,-6.599,-6.582,-6.536,-6.496,-6.39,-6.382,-6.369,-6.312,-6.303,-6.302,-6.253
8,-7.029,-6.648,-6.446,-6.406,-6.278,-6.13,-6.116,-6.091,-6.06,-6.051,-6.022,-5.97,-5.923,-5.898,-5.862,-5.778,-5.758,-5.671,-5.657,-5.649
9,-6.775,-6.652,-6.575,-6.522,-6.516,-6.48,-6.468,-6.352,-6.324,-6.239,-6.209,-6.175,-6.171,-6.158,-6.153,-6.122,-6.12,-6.081,-6.064,-6.038
10,-6.287,-6.221,-6.14,-6.089,-6.044,-5.94,-5.925,-5.923,-5.921,-5.903,-5.861,-5.838,-5.837,-5.781,-5.749,-5.725,-5.723,-5.673,-5.661,-5.636
11,-6.324,-6.184,-6.178,-6.045,-5.989,-5.932,-5.902,-5.795,-5.689,-5.654,-5.631,-5.615,-5.609,-5.58,-5.547,-5.507,-5.489,-5.438,-5.433,-5.425
12,-6.648,-6.495,-6.405,-6.345,-6.142,-6.133,-6.074,-6.053,-6.018,-5.913,-5.887,-5.849,-5.842,-5.832,-5.822,-5.78,-5.722,-5.709,-5.689,-5.608
13,-5.962,-5.92,-5.878,-5.864,-5.837,-5.827,-5.645,-5.643,-5.633,-5.63,-5.626,-5.594,-5.59,-5.559,-5.557,-5.543,-5.543,-5.514,-5.478,-5.426
14,-6.277,-6.271,-6.237,-6.216,-6.207,-6.124,-6.059,-6.014,-5.984,-5.963,-5.958,-5.886,-5.861,-5.858,-5.811,-5.797,-5.765,-5.758,-5.731,-5.551
15,-6.988,-6.609,-6.602,-6.585,-6.483,-6.425,-6.42,-6.315,-6.298,-6.27,-6.231,-6.181,-6.151,-6.125,-6.122,-6.061,-5.989,-5.93,-5.929,-5.901
16,-6.964,-6.821,-6.801,-6.794,-6.788,-6.779,-6.759,-6.683,-6.641,-6.602,-6.602,-6.563,-6.552,-6.52,-6.503,-6.497,-6.491,-6.435,-6.417,-6.347
17,-6.046,-5.904,-5.868,-5.808,-5.715,-5.661,-5.621,-5.601,-5.562,-5.561,-5.557,-5.542,-5.54,-5.535,-5.506,-5.462,-5.457,-5.457,-5.388,-5.352
18,-6.369,-6.339,-6.259,-6.174,-6.017,-6.004,-6.003,-5.972,-5.964,-5.949,-5.902,-5.878,-5.875,-5.846,-5.837,-5.835,-5.832,-5.82,-5.808,-5.767
19,-6.16,-5.874,-5.772,-5.732,-5.719,-5.687,-5.623,-5.608,-5.605,-5.601,-5.574,-5.536,-5.519,-5.518,-5.503,-5.476,-5.471,-5.465,-5.45,-5.355
20,-7.227,-7.111,-7.066,-6.971,-6.966,-6.932,-6.883,-6.858,-6.848,-6.791,-6.767,-6.723,-6.678,-6.653,-6.602,-6.553,-6.455,-6.452,-6.44,-6.351
21,-6.717,-6.538,-6.42,-6.391,-6.224,-6.208,-6.199,-6.18,-6.174,-6.106,-6.093,-6.078,-6.047,-6.025,-6.014,-5.98,-5.98,-5.969,-5.958,-5.953
22,-5.706,-5.704,-5.684,-5.647,-5.633,-5.618,-5.611,-5.57,-5.522,-5.512,-5.462,-5.451,-5.372,-5.37,-5.309,-5.295,-5.282,-5.246,-5.236,-5.158
23,-7.137,-7.106,-7.036,-6.912,-6.778,-6.766,-6.701,-6.694,-6.647,-6.636,-6.575,-6.508,-6.505,-6.504,-6.365,-6.331,-6.283,-6.278,-6.259,-6.168
24,-7.383,-7.268,-7.106,-7.04,-7.04,-6.996,-6.923,-6.767,-6.765,-6.726,-6.71,-6.646,-6.622,-6.559,-6.54,-6.531,-6.498,-6.469,-6.44,-6.353
25,-7.659,-7.569,-7.476,-7.394,-7.321,-7.298,-7.188,-7.134,-7.084,-7.072,-7.06,-7.06,-7.054,-7.022,-6.971,-6.952,-6.951,-6.937,-6.884,-6.882
26,-7.342,-7.341,-7.116,-6.932,-6.918,-6.887,-6.826,-6.799,-6.785,-6.778,-6.723,-6.626,-6.622,-6.6,-6.515,-6.512,-6.485,-6.468,-6.413,-6.394
27,-6.473,-6.416,-6.415,-6.275,-6.206,-6.173,-6.131,-6.102,-6.043,-6.019,-5.986,-5.956,-5.947,-5.944,-5.919,-5.882,-5.833,-5.799,-5.788,-5.69
28,-7.065,-7.02,-7.015,-7.013,-6.894,-6.878,-6.825,-6.82,-6.809,-6.707,-6.693,-6.689,-6.65,-6.626,-6.626,-6.599,-6.593,-6.569,-6.513,-6.492
29,-6.19,-6.134,-6.064,-6.046,-5.997,-5.99,-5.971,-5.888,-5.88,-5.838,-5.808,-5.794,-5.774,-5.762,-5.711,-5.703,-5.603,-5.598,-5.585,-5.549
30,-6.166,-6.039,-5.943,-5.875,-5.864,-5.818,-5.765,-5.743,-5.729,-5.662,-5.657,-5.633,-5.628,-5.623,-5.606,-5.599,-5.583,-5.556,-5.549,-5.524
31,-6.688,-6.685,-6.66,-6.652,-6.568,-6.559,-6.458,-6.407,-6.405,-6.369,-6.362,-6.3,-6.245,-6.238,-6.204,-6.18,-6.117,-6.069,-6.039,-6.008
32,-6.078,-6.045,-5.912,-5.768,-5.755,-5.749,-5.737,-5.672,-5.665,-5.597,-5.592,-5.561,-5.486,-5.485,-5.481,-5.398,-5.396,-5.391,-5.367,-5.289
33,-6.571,-6.511,-6.133,-6.109,-6.103,-6.086,-6.084,-6.039,-6.001,-5.952,-5.932,-5.914,-5.873,-5.844,-5.822,-5.792,-5.757,-5.739,-5.716,-5.692
34,-7.577,-7.534,-7.467,-7.453,-7.394,-7.363,-7.358,-7.35,-7.3,-7.298,-7.291,-7.27,-7.239,-7.214,-7.204,-7.203,-7.178,-7.177,-7.107,-7.048
35,-6.212,-6.188,-6.17,-6.153,-6.027,-5.96,-5.947,-5.946,-5.941,-5.87,-5.855,-5.854,-5.829,-5.812,-5.806,-5.794,-5.766,-5.753,-5.699,-5.62
36,-6.868,-6.651,-6.65,-6.582,-6.573,-6.566,-6.554,-6.506,-6.407,-6.401,-6.397,-6.368,-6.235,-6.23,-6.156,-6.13,-6.123,-6.112,-6.07,-6.058
37,-7.033,-6.739,-6.577,-6.522,-6.516,-6.429,-6.4,-6.398,-6.393,-6.346,-6.319,-6.303,-6.212,-6.206,-6.19,-6.173,-6.166,-6.145,-6.05,-6.025
38,-6.748,-6.672,-6.514,-6.445,-6.435,-6.407,-6.365,-6.299,-6.294,-6.288,-6.277,-6.254,-6.248,-6.196,-6.168,-6.148,-6.126,-6.094,-6.002,-5.976
39,-6.768,-6.627,-6.559,-6.533,-6.493,-6.479,-6.427,-6.411,-6.396,-6.379,-6.35,-6.337,-6.336,-6.278,-6.263,-6.247,-6.227,-6.198,-6.195,-6.092
